,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,text,Against Biden,Favor Biden,None Biden,Against Trump,Favor Trump,None Trump
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0, They're all Trump. Trumpism IS conservatism. And they've all just watched and done nothing as the plague has slaughtered t…,0.1327181607484817,0.2482102215290069,0.6190716624259949,0.4800904989242553,0.1258409768342971,0.394068568944931
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0, Good Morning! Let’s #MAGA!   ,0.2852670550346374,0.2131631225347519,0.5015698075294495,0.0818046852946281,0.4655899703502655,0.4526053667068481
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,   If you were in law enforcement in any capacity you'd know that handguns and knives are most ofte…,0.1543270349502563,0.0918454304337501,0.7538275718688965,0.1284314841032028,0.0897939801216125,0.7817745208740234
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0," If Donald Trump wins again, despite -Twitter -Facebook -Google -The entire mainstream media -The deep staters in the intell c…",0.2423360347747802,0.3362984359264374,0.4213655591011047,0.3878921270370483,0.1398090422153473,0.4722988307476043
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0," OH MY GOSH! I DON'T EVEN KNOW WHAT TO SAY, THE EXCITEMENT IS MAKING ME BOUNCE OFF THE WALLS!  And I thought the Chiefs going t…",0.4379796981811523,0.079946756362915,0.4820735454559326,0.084693968296051,0.0980127081274986,0.8172934055328369
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,It time for the patriot to vote  ⁦⁩ ⁦⁩ ⁦⁩,0.0469713620841503,0.7759127020835876,0.1771158874034881,0.7063016891479492,0.0692559629678726,0.2244423031806945
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,  “Look fat” lmao. Biden is a evil man.,0.640999972820282,0.1204112097620964,0.2385888397693634,0.4943091869354248,0.1265264600515365,0.3791643679141998
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0," Even the papers agree, we need FOUR MORE YEARS of President   :check_mark_button:   :check_mark_button:   :check_mark_button: ",0.2961493730545044,0.2722104787826538,0.4316401481628418,0.372546523809433,0.093208871781826,0.5342445969581604
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0," ...Biden’s deadly migration policies will overwhelm taxpayers and open the floodgates to terrorists, jihadists, and vi…",0.4058603346347809,0.2553487718105316,0.3387908637523651,0.2026190310716629,0.101428210735321,0.6959527730941772
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0, If you didn’t vote you’re basically still voting for trump,0.1603353917598724,0.3783959746360779,0.4612685739994049,0.8031732439994812,0.070039115846157,0.1267876625061035
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0, One more day till this happens  The unstoppable force which is called MAGA ....TRUMP 2020 ,0.8595457077026367,0.0437160059809684,0.0967383459210395,0.217660591006279,0.6634328961372375,0.1189065426588058
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0, I doubt we will ever see another political figure in American life who turns out these crowds.  Hard to see how this doe…,0.1290962696075439,0.2476152032613754,0.6232885718345642,0.2261503338813781,0.098577581346035,0.6752721071243286
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0, They’re not boarding everything just in case Biden wins dumba$$.,0.6547771692276001,0.165896788239479,0.1793259978294372,0.1824196428060531,0.1431893855333328,0.674390971660614
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0, Here is my problem...where was everyone when the Republicans were suppressing the black vote for many years.,0.2405899167060852,0.1051406636834144,0.6542693972587585,0.2412620931863784,0.0878929570317268,0.6708449125289917
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0, Biden will cure covid with trunalimunumaprzure.,0.5593973994255066,0.1254402548074722,0.3151623606681824,0.1833943426609039,0.1228179782629013,0.6937876343727112
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0," On this date in 1979, Assata Shakur was liberated from Clinton Correctional Facility for Women by members of the Revoluti…",0.099608227610588,0.1439622789621353,0.7564294338226318,0.0954354777932167,0.0727714821696281,0.8317930698394775
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0," The World Health Organization, eager to win access and cooperation from China, has struggled to achieve either, a New York Tim…",0.1838485598564148,0.1124346926808357,0.7037167549133301,0.0972361639142036,0.0698528513312339,0.83291095495224
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0," Good. I hope someone learned a lesson from this...  The Democrats’ entire platform involves taking things that don’t belong to them, so this doesn’t surprise me.",0.1956215649843216,0.1663472354412078,0.6380311846733093,0.3080554902553558,0.089568093419075,0.6023764610290527
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0, Do you know any 2016 Trump supporters that aren’t supporting him in 2020?,0.1611138582229614,0.2504943311214447,0.5883917808532715,0.6674104332923889,0.0842138901352882,0.2483756095170974
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0," the election is tomorrow. if you're voting tomorrow, please vote the right choice.   tomorrow determines if women and LGB…",0.0401444919407367,0.5133000612258911,0.4465554356575012,0.2689258456230163,0.0771007388830185,0.653973400592804
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0, “I don’t see anyone walking into a voting booth on November 3 &amp; voting to give up 20-30% of their income by voting for…,0.0426190085709095,0.6441932916641235,0.313187688589096,0.6530828475952148,0.0358071364462375,0.311110109090805
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0," Hi ER Doc here,  I can’t believe this needs to be said but doctors do NOT get more money if somebody dies from COVID.   RT so…",0.2481120377779007,0.1330165565013885,0.6188713908195496,0.2661163806915283,0.1056184247136116,0.6282652020454407
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0, Here’s the reality. Mcconnell prioritized seating a Supreme Court judge and then went on a break instead of giving Ameri…,0.0481278859078884,0.2942439913749695,0.6576281785964966,0.3495544195175171,0.0286135077476501,0.621832013130188
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0, Lifelong Republican explains her vote for Biden: ‘Malicious’ Trump ‘has shown racism that is beyond me to understand’ http…,0.1466424763202667,0.2619692981243133,0.5913882255554199,0.6130193471908569,0.110487475991249,0.2764931917190552
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0," This is where the rubber meets the road, our moment of truth.  We can castigate Trump, the GOP, for all the horrendous…",0.0470936819911003,0.5495200157165527,0.4033862948417663,0.8198484182357788,0.0551981665194034,0.124953418970108
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,"Donald Trump is a white supremacist, full stop. If you vote for him again, you’re a white supremacist, full stop.",0.1167918592691421,0.5681480169296265,0.3150601089000702,0.6133237481117249,0.212823212146759,0.1738530397415161
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0," Donald Trump has lived up to his billing as the Foghorn Leghorn of American politics for the past 4 years.  Tomorrow, the American people can show this loudmouthed, blustering, incompetent, sexist old goat that his days in the White House are numbered.    ",0.1168324723839759,0.5928670763969421,0.2903004288673401,0.8036041855812073,0.0771399289369583,0.1192559003829956
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0," Let's add one that's practically already happened: When/if Trump concedes, it will be a concurrent speech with his announcement of an intention to begin a 2024 campaign.",0.0662082806229591,0.4043343067169189,0.5294573903083801,0.7358580231666565,0.0683260485529899,0.1958158910274505
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0," Florida, the race is close and we only have two days left to vote for . will you vote today? #BidenForFL https:/…",0.0222803708165884,0.7945746779441833,0.183144986629486,0.7570849657058716,0.0364969559013843,0.2064181119203567
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0, Yeah I know Trump has attacked every marginalized person who isn’t a straight white man and tanked the economy and let hu…,0.532541811466217,0.1553577333688736,0.3121004104614258,0.7425470352172852,0.124537892639637,0.132915049791336
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0," This story is FALSE. They did nothing wrong. But the ANTIFA Anarchists, Rioters and Looters, who have caused so much h…",0.4552893936634063,0.0701251477003097,0.4745854437351227,0.2010572850704193,0.2694588303565979,0.5294838547706604
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0, Here’s Donald Trump ironically making fun of Marco Rubio because now literally neither of them can hold Joe Biden’s wa…,0.1809440404176712,0.1778135299682617,0.6412423849105835,0.4102140069007873,0.0721989348530769,0.5175871253013611
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0," Trump’s chaos? Last I checked, businesses weren’t boarding up their windows because they were afraid of Trump supporters…",0.4045647084712982,0.0885059013962745,0.5069293975830078,0.5250418782234192,0.1353470236063003,0.3396110832691192
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0, As a Long Islander my entire life I’ve never seen anything like this. Trump parade through Holbrook. (Long Island) https://…,0.0985931679606437,0.144315704703331,0.7570911645889282,0.1877800077199936,0.1871331185102462,0.6250869035720825
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0, Look at the Dicks... ,0.1259817034006118,0.1116871535778045,0.7623311281204224,0.0751121267676353,0.0524574220180511,0.8724305033683777
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,Trump criticizes lockdowns in Europe as Covid-19 cases surge on the continent and in US   ,0.206067681312561,0.1361847668886184,0.6577475070953369,0.365643709897995,0.0755969285964965,0.5587593913078308
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0, Dr. Ben Carson: I knew Donald Trump before politics. I urge America to reelect my friend.  via @…,0.0428770184516906,0.4924696683883667,0.4646534025669098,0.321916788816452,0.0653715953230857,0.6127116084098816
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0," “If the election goes to Biden, that could well be the point of no return for this country.” ",0.1346649527549743,0.4885600209236145,0.3767749965190887,0.6035497188568115,0.0837913379073143,0.3126589357852936
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0," For 47 years, Sleepy Joe Biden betrayed Hispanic-Americans. Now he wants to close your small businesses, eliminate sch…",0.3905615508556366,0.239501878619194,0.3699365854263305,0.4546764194965362,0.1038442030549049,0.4414794147014618
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,                      will care to voice for minority girls?,0.0592736452817916,0.1258609592914581,0.8148653507232666,0.1532021313905716,0.0439799986779689,0.8028178811073303
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0," WATCH:  on his good friend, President ! ",0.1644403338432312,0.1803860068321228,0.655173659324646,0.1463322341442108,0.1592935472726822,0.6943742036819458
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0, I propose the following: The  should announce TODAY a conditional MacArthur Fellowship for Anthony Fauci in th…,0.0581965968012809,0.2135912925004959,0.7282121777534485,0.0884821563959121,0.06011463701725,0.8514031767845154
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0, :United_States::United_States::United_States:,0.0767940133810043,0.1848917454481125,0.7383142113685608,0.1158820837736129,0.0770734101533889,0.807044506072998
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,"Tomorrow will be a test of character for Trump and Biden.   My money's on Biden, in every sense.  #BidenHarrisToSaveAmerica",0.0485813245177269,0.8391642570495605,0.1122544631361961,0.8747838139533997,0.0806363150477409,0.0445799231529235
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0, From a top GOP election lawyer. Well said Ben!,0.0641376003623008,0.2401161342859268,0.6957462430000305,0.1719032824039459,0.0515471212565898,0.7765495777130127
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,"  That video is extremely short and does not show the whole thing. The episode lasted for several minutes and one of the trucks did, in fact, hit a Biden campaign car (not the bus). I live in Austin--trust me, I've seen the entire video several times on our local news.",0.200505793094635,0.1585753113031387,0.6409188508987427,0.1388085186481475,0.1066169068217277,0.7545746564865112
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0, remember in 2016 when mfs said they was leaving the country if Trump won,0.1860544234514236,0.1136960610747337,0.7002494931221008,0.6724632382392883,0.116690456867218,0.2108463495969772
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0, This election could decide the climate’s future  ,0.0517898090183734,0.2321152538061142,0.7160949110984802,0.1464082300662994,0.0381752923130989,0.8154165148735046
58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0, #WonderfulMichigan is trending number 4 in the USA thanks to the incredibly powerful message from  to Michigan…,0.1145602092146873,0.103172555565834,0.7822672724723816,0.1284461617469787,0.0618397481739521,0.8097140192985535
59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,"Even with cheating, Dims. are finished!",0.3848745822906494,0.0872015655040741,0.5279238820075989,0.2293818444013595,0.1195621192455291,0.6510559916496277
60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0," ARKANSAS, DELAWARE, NEW HAMPSHIRE, MICHIGAN AND MINNESOTA YOU CAN CHANGE YOUR VOTE!  If you are DISGUSTED by the crimes c…",0.0929884687066078,0.2168702036142349,0.6901412606239319,0.3585267663002014,0.099828653037548,0.5416445732116699
61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0, EXPLOSIVE: 80% of Trump voters are voting on election day. 65% of Biden voters have already voted. We're winning!!!,0.2070839703083038,0.4577926099300384,0.3351233601570129,0.5221759676933289,0.193162053823471,0.2846619486808777
62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0, The Trump admin gave a well-connected Republican donor seed money to test a possible COVID-fighting plasma tech.  The biz…,0.0864867344498634,0.2736833095550537,0.6398299336433411,0.3016197979450226,0.0800381004810333,0.6183421015739441
63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0," World-renowned brain surgeon and HUD Secretary Ben Carson: A vote for Trump is a vote for freedom."" …""",0.0830529406666755,0.2788222730159759,0.6381248235702515,0.2577884793281555,0.0888694673776626,0.653342068195343
64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0, Hello from Wilmington where I’ll be traveling with  on his last  campaign swing of the 2020 election through…,0.0321653299033641,0.4936699569225311,0.474164754152298,0.2390340119600296,0.0492122210562229,0.7117537260055542
65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,#ImWithJoe because Joe supports me and my fellow Antifa comrades unlike Trump who thinks violence and vandalism are “wrong”. ,0.6894257664680481,0.0892985761165618,0.22127565741539,0.6915693879127502,0.2190738022327423,0.0893568024039268
66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0," Sandra Bland got pulled over, arrested, and DIED in police custody for a damn turn signal, but a caravan of white dudes in…",0.0808486640453338,0.1297971755266189,0.789354145526886,0.1026430577039718,0.0503265149891376,0.8470304012298584
67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0, Press: Do not print anything like “Trump Claims Victory.” That will mislead a lot of dumb people—and scare a lot of smart…,0.1187507957220077,0.254027247428894,0.627221941947937,0.6742523312568665,0.1021496802568435,0.223597913980484
68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,   The video i posted is from Iraq. Joe Biden played a big role in the invasion of that country as a Senator under George bush's government. George Bush's people (republicans) literally endorsed Biden (a democrat) over Trump (a republican). This should tell you enough about him.,0.2455585747957229,0.2209777981042862,0.5334636569023132,0.3773169219493866,0.1319949030876159,0.490688145160675
69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0, :movie_camera::stop_sign:En #EEUU :United_States::collision::part_alternation_mark:#Election2020  :red_triangle_pointed_down:Informes de inteligencia indican que el TERRORISTA :skull_and_crossbones::United_States: #Trump va a declarar #Fraude p…,0.0927030816674232,0.1182953640818595,0.7890015244483948,0.1570360958576202,0.1101860180497169,0.7327778935432434
70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0," While in office, Donald Trump has made more than 22,247 false or misleading statements.  On average, 17+ times a day.",0.1765568405389785,0.3107913732528686,0.512651801109314,0.6235688924789429,0.0926729962229728,0.2837580740451813
71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0, SuperJoe Biden is Leading BunkerBoy in The Polls,0.626480221748352,0.2270147204399109,0.1465049982070922,0.3087934255599975,0.1883614063262939,0.5028452277183533
72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0," I’ll be campaigning today in Eaton Rapids, MI and Des Moines, IA and then joining  in Kenosha, WI and Gran…",0.0704716742038726,0.3164719343185425,0.6130564212799072,0.2819361090660095,0.0376413650810718,0.6804224848747253
73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0, WHY. DO. I. KEEP. GETTING. TRUMP. ADS.  I NEVER SPOKE A POSITIVE WORD ABOUT THE MAN. I’d be a little less angry a…,0.184156522154808,0.2235553860664367,0.5922881364822388,0.5585259795188904,0.1065950319170951,0.3348790109157562
74,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,"   Trump rallies are the Darwinian theory in action. Like lemmings over the cliff, like Jim Jones passing out the Kool-Aid...",0.2898347079753876,0.0778486877679824,0.6323166489601135,0.240544855594635,0.1495034247636795,0.6099516749382019
75,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,"Esteee, donde habré visto esta historia...:thinking_face:",0.1009668633341789,0.1498889923095703,0.7491440773010254,0.1314646005630493,0.0713028758764267,0.7972325682640076
76,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,"  Are they then going to treat  like Manuel Noriega if he refuses to leave? Metallica, maybe some GnR?",0.1367627382278442,0.0998567566275596,0.7633805274963379,0.1543457061052322,0.0572998523712158,0.7883543968200684
77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0, Thought I ran into a Joe Biden rally yesterday but it turned out to just be a parking lot,0.2198267728090286,0.1598599106073379,0.620313286781311,0.1259970366954803,0.1148590445518493,0.7591439485549927
78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,   Hunter Biden has more credibility than MSM. :face_with_tears_of_joy:,0.4915955364704132,0.1103490218520164,0.3980554044246673,0.2126881033182144,0.1420793533325195,0.6452325582504272
79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0, President Trump is doing 5 rallies today &amp; 5 rallies tomorrow.  He's both the unstoppable force &amp; immovable object.  This…,0.1609448343515396,0.2806069850921631,0.5584481954574585,0.6091764569282532,0.1567796170711517,0.2340439856052398
80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0," Maxine Waters Maxine called Black Trump Voters 'Shameful,'   and said she will 'Never Ever Forgive Them.’  Do you think…",0.0570006482303142,0.2448794543743133,0.6981198787689209,0.7185550928115845,0.0582832917571067,0.2231616526842117
81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,"  That's funny that your profile says End Sexual Violence,  while supporting Biden. A little hypocritical don't you think? SMH",0.4114797711372375,0.0884030163288116,0.5001172423362732,0.244892805814743,0.0999718233942985,0.6551353931427002
82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0," Florida, the race is close and we only have two days left to vote for . will you vote today? #BidenForFL https:/…",0.0222803708165884,0.7945746779441833,0.183144986629486,0.7570849657058716,0.0364969559013843,0.2064181119203567
83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0, Hehehee thanks for todayyy:red_heart::red_heart: udh lucu blm tadii ekspresi makan jeruk nipis nya?:pleading_face::pleading_face:#JKT48BattleNightRCTIPlus …,0.0730878338217735,0.1164270788431167,0.8104850649833679,0.1355410665273666,0.091612808406353,0.7728462219238281
84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0, #TrumpsAmerica is hell.   #Cult45 is trash! ,0.415283203125,0.1157558113336563,0.4689609706401825,0.7943721413612366,0.0857885256409645,0.1198393106460571
85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,They would pay the consequences,0.2061023563146591,0.1726249605417251,0.621272623538971,0.330179363489151,0.0718028768897056,0.5980177521705627
86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0," It’s Monday, November 2nd 2020, and the Obama/Biden administration was the most corrupt in US history. #Obamagate VOTE ACCORD…",0.0949369147419929,0.5279914736747742,0.3770716190338135,0.6215219497680664,0.0969671159982681,0.2815109193325043
87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0, Trump is closing strong. Democrats are collapsing. Media will see soon! Vote!,0.2642051875591278,0.4965813159942627,0.2392134815454483,0.660823404788971,0.1718990206718444,0.1672776043415069
88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0," Campaigning with our President, my father , in Dubuque, Iowa! :United_States: ",0.0768843665719032,0.1534390896558761,0.7696765661239624,0.1643746197223663,0.0656213089823722,0.7700040936470032
89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0, Vote Trump  Trump already said vaccines will be free. Biden is plagiarizing again.,0.679314136505127,0.1775445491075515,0.1431413292884826,0.627324640750885,0.1775183975696563,0.195156991481781
90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0, We now have 3 recent polls showing Trump at 52% approval:  Rasmussen Reports: 52% Democracy Institute: 52% Gravis: 52%,0.0766526684165,0.2210837006568908,0.7022636532783508,0.37763512134552,0.0989592000842094,0.5234056711196899
91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0, One of many reasons to Vote Trump.    Celebrities who said they'll leave America if President Trump is reelected | Fox News h…,0.3586785495281219,0.1087053418159484,0.532616138458252,0.4228556454181671,0.1990194469690323,0.378124862909317
92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0, That BLM &amp; Dumb-o-cRats destroy things,0.4759700894355774,0.0543290488421916,0.4697008728981018,0.0985362380743026,0.1388603299856186,0.7626034021377563
93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0, :fire::fire::fire:HERE WE GO:fire::fire::fire: :locomotive::locomotive::locomotive:TRUMP TRAIN:locomotive::locomotive::locomotive: :United_States:FOLLOW BACK ALL WHO FOLLOW YOU &amp; RETWEET:United_States: DROP YOUR HANDLES:backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone: :fire::fire::fire::fire::fire::fire::fire::fire::fire::fire::fire: I…,0.1212763935327529,0.2591491341590881,0.6195744872093201,0.1769292056560516,0.1186803504824638,0.7043904066085815
94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0, Democrats In Panic Mode As Long-Held Oregon Seat May Fall To GOP Newcomer Alek Skarlatos Who Thwarted Paris Terror Attack htt…,0.1624550372362136,0.1002223566174507,0.7373225688934326,0.1558115780353546,0.0954772755503654,0.748711109161377
95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0, I did! Trump 2020:United_States::United_States::United_States:,0.3294704854488373,0.1736480146646499,0.4968815147876739,0.2739660441875458,0.236312136054039,0.4897218346595764
96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,Shapiro is corrupt. DA's should have no election involvement at all.,0.0913002341985702,0.1637774109840393,0.7449223399162292,0.1725204437971115,0.0618993788957595,0.7655801773071289
97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0, Yesterday I posted a piece by a former student explaining his support for Biden. Some Trump supporters freaked out. Toda…,0.2141057103872299,0.1791789978742599,0.6067153811454773,0.4184601604938507,0.1395779699087143,0.4419618844985962
98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,Where is the highest concentration of Barbaras I wanna move there,0.1322580277919769,0.092622309923172,0.7751196622848511,0.0971768721938133,0.0662189647555351,0.836604118347168
99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0, Well it’s Election Eve! I know exactly how most of you are feeling right now. Supreme confidence with just that little nagging…,0.0898580700159072,0.2901678383350372,0.6199740767478943,0.1912702918052673,0.0694271326065063,0.7393024563789368
100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0," The State of Michigan my home state is also, the home of Motown and the great artist Stevie Wonder.  His genius and phi…",0.1451225280761718,0.1257206350564956,0.7291568517684937,0.0712321698665618,0.0572880841791629,0.8714797496795654
101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0, Retweets are necessary for  in order to raise funds.  They purchase text bank lists of democrats that haven't vote…,0.0413574241101741,0.2903966903686523,0.6682458519935608,0.2074413150548935,0.0640891715884208,0.7284694910049438
102,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0," Joe Biden slams Trump: He's a disgrace."" """,0.1517380475997924,0.2586331367492676,0.5896287560462952,0.6610550284385681,0.0788396224379539,0.2601053714752197
103,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0," Oil prices are at an all time low under Trump. Oil related employment has dropped 17% nationwide under Trump. Of course, the Republicans don't want to talk about what's happening right now. ",0.3411653637886047,0.1980242729187011,0.4608103930950165,0.493223488330841,0.1522918492555618,0.3544846177101135
